"id","text_lower","arthur","merlin","guenever","launcelot","lady_of_the_lake","galahad","mordred","tristram","ector","igraine","morgan","uther","agravaine","alisander","andred","balin","beaumains","bedivere","blamore","bleoberis","bors","boudwin","breunor","colgrevance","cote","dinadan","elias","galahalt","gareth","gawaine","isoud","kay","king_mark","king_pellinore","lionel","mador","marhaus","meliagrance","nabon","palomides","percivale","segwarides","tor","uwaine","aglovale","bragwaine","elaine","gaheris","galihodin","griflet","lanceor","lancelot","linet","lamorak","frol","pelleas","pervivale","solomon","jousting","beasts","holy_grail","excalibur_and_scabbard"
428,"and galahad went anon to the spear which lay upon the table, and touched the blood with his fingers, and came after to the maimed king and anointed his legs.    and therewith he clothed him anon, and start upon his feet out of his bed as an whole man, and thanked our lord that he had healed him. and that was not to the worldward, for anon he yielded him to a place of religion of white monks, and was a full holy man.    that same night about midnight came a voice among them which said: my sons and not my chief sons, my friends and not my warriors, go ye hence where ye hope best to do and as i bade you.    ah, thanked be thou, lord, that thou wilt vouchsafe to call us, thy sinners. now may we well prove that we have not lost our pains.    and anon in all haste they took their harness and departed.    but the three knights of gaul, one of them hight claudine, king claudas’ son, and the other two were great gentlemen. then prayed galahad to everych of them, that if they come to king arthur’s court that they should salute my lord, sir launcelot, my father, and all them of the round table; and prayed them if that they came on that part that they should not forget it.    right so departed galahad, percivale and bors with him; and so they rode three days, and then they came to a rivage, and found the ship whereof the tale speaketh of to-fore. and when they came to the board they found in the midst the table of silver which they had left with the maimed king, and the sangreal which was covered with red samite.    then were they glad to have such things in their fellowship; and so they entered and made great reverence thereto; and galahad fell in his prayer long time to our lord, that at what time he asked, that he should pass out of this world.    so much he prayed till a voice said to him: galahad, thou shalt have thy request; and when thou askest the death of thy body thou shalt have it, and then shalt thou find the life of the soul.    percivale heard this, and prayed him, of fellowship that was between them, to tell him wherefore he asked such things.    that shall i tell you, said galahad; the other day when we saw a part of the adventures of the sangreal i was in such a joy of heart, that i trow never man was that was earthly. and therefore i wot well, when my body is dead my soul shall be in great joy to see the blessed trinity every day, and the majesty of our lord, jesu christ.    so long were they in the ship that they said to galahad: sir, in this bed ought ye to lie, for so saith the scripture. and so he laid him down and slept a great while; and when he awaked he looked afore him and saw the city of sarras. and as they would have landed they saw the ship wherein percivale had put his sister in. truly, said percivale, in the name of god, well hath my sister holden us covenant. then took they out of the ship the table of silver, and he took it to percivale and to bors, to go to-fore, and galahad came behind. and right so they went to the city, and at the gate of the city they saw an old man crooked. then galahad called him and bade him help to bear this heavy thing. truly, said the old man, it is ten year ago that i might not go but with crutches. care thou not, said galahad, and arise up and shew thy good will. and so he assayed, and found himself as whole as ever he was. than ran he to the table, and took one part against galahad. and anon arose there great noise in the city, that a cripple was made whole by knights marvellous that entered into the city.    then anon after, the three knights went to the water, and brought up into the palace percivale’s sister, and buried her as richly as a king’s daughter ought to be. and when the king of the city, which was cleped estorause, saw the fellowship, he asked them of whence they were, and what thing it was that they had brought upon the table of silver. and they told him the truth of the sangreal, and the power which that god had sent there. then the king was a tyrant, and was come of the line of paynims, and took them and put them in prison in a deep hole.","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
429,"but as soon as they were there our lord sent them the sangreal, through whose grace they were always fulfilled while that they were in prison.    so at the year’s end it befell that this king estorause lay sick, and felt that he should die. then he sent for the three knights, and they came afore him; and he cried them mercy of that he had done to them, and they forgave it him goodly; and he died anon. when the king was dead all the city was dismayed, and wist not who might be their king. right so as they were in counsel there came a voice among them, and bade them choose the youngest knight of them three to be their king: for he shall well maintain you and all yours. so they made galahad king by all the assent of the holy city, and else they would have slain him. and when he was come to behold the land, he let make above the table of silver a chest of gold and of precious stones, that hilled the holy vessel. and every day early the three fellows would come afore it, and make their prayers.    now at the year’s end, and the self day after galahad had borne the crown of gold, he arose up early and his fellows, and came to the palace, and saw to-fore them the holy vessel, and a man kneeling on his knees in likeness of a bishop, that had about him a great fellowship of angels, as it had been jesu christ himself; and then he arose and began a mass of our lady. and when he came to the sacrament of the mass, and had done, anon he called galahad, and said to him: come forth the servant of jesu christ, and thou shalt see that thou hast much desired to see. and then he began to tremble right hard when the deadly flesh began to behold the spiritual things. then he held up his hands toward heaven and said: lord, i thank thee, for now i see that that hath been my desire many a day. now, blessed lord, would i not longer live, if it might please thee, lord. and therewith the good man took our lord’s body betwixt his hands, and proffered it to galahad, and he received it right gladly and meekly. now wottest thou what i am? said the good man. nay, said galahad. i am joseph of aramathie, the which our lord hath sent here to thee to bear thee fellowship; and wottest thou wherefore that he hath sent me more than any other? for thou hast resembled me in two things; in that thou hast seen the marvels of the sangreal, in that thou hast been a clean maiden, as i have been and am.    and when he had said these words galahad went to percivale and kissed him, and commended him to god; and so he went to sir bors and kissed him, and commended him to god, and said: fair lord, salute me to my lord, sir launcelot, my father, and as soon as ye see him, bid him remember of this unstable world. and therewith he kneeled down to-fore the table and made his prayers, and then suddenly his soul departed to jesu christ, and a great multitude of angels bare his soul up to heaven, that the two fellows might well behold it. also the two fellows saw come from heaven an hand, but they saw not the body. and then it came right to the vessel, and took it and the spear, and so bare it up to heaven. sithen was there never man so hardy to say that he had seen the sangreal.","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
430,"when percivale and bors saw galahad dead they made as much sorrow as ever did two men. and if they had not been good men they might lightly have fallen in despair. and the people of the country and of the city were right heavy. and then he was buried; and as soon as he was buried sir percivale yielded him to an hermitage out of the city, and took a religious clothing. and bors was alway with him, but never changed he his secular clothing, for that he purposed him to go again into the realm of logris. thus a year and two months lived sir percivale in the hermitage a full holy life, and then passed out of this world; and bors let bury him by his sister and by galahad in the spiritualities.    when bors saw that he was in so far countries as in the parts of babylon he departed from sarras, and armed him and came to the sea, and entered into a ship; and so it befell him in good adventure he came into the realm of logris; and he rode so fast till he came to camelot where the king was. and then was there great joy made of him in the court, for they weened all he had been dead, forasmuch as he had been so long out of the country. and when they had eaten, the king made great clerks to come afore him, that they should chronicle of the high adventures of the good knights. when bors had told him of the adventures of the sangreal, such as had befallen him and his three fellows, that was launcelot, percivale, galahad, and himself, there launcelot told the adventures of the sangreal that he had seen. all this was made in great books, and put up in almeries at salisbury. and anon sir bors said to sir launcelot: galahad, your own son, saluted you by me, and after you king arthur and all the court, and so did sir percivale, for i buried them with mine own hands in the city of sarras. also, sir launcelot, galahad prayed you to remember of this unsiker world as ye behight him when ye were together more than half a year. this is true, said launcelot; now i trust to god his prayer shall avail me.    then launcelot took sir bors in his arms, and said: gentle cousin, ye are right welcome to me, and all that ever i may do for you and for yours ye shall find my poor body ready at all times, while the spirit is in it, and that i promise you faithfully, and never to fail. and wit ye well, gentle cousin, sir bors, that ye and i will never depart asunder whilst our lives may last. sir, said he, i will as ye will.   thus endeth the history of the sangreal, that was briefly drawn out of french into english, the which is a story chronicled for one of the truest and the holiest that is in this world, the which is the xvii book.  and here followeth the eighteenth book.","","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
431,"so after the quest of the sangreal was fulfilled, and all knights that were left alive were come again unto the table round, as the book of the sangreal maketh mention, then was there great joy in the court; and in especial king arthur and queen guenever made great joy of the remnant that were come home, and passing glad was the king and the queen of sir launcelot and of sir bors, for they had been passing long away in the quest of the sangreal.    then, as the book saith, sir launcelot began to resort unto queen guenever again, and forgat the promise and the perfection that he made in the quest. for, as the book saith, had not sir launcelot been in his privy thoughts and in his mind so set inwardly to the queen as he was in seeming outward to god, there had no knight passed him in the quest of the sangreal; but ever his thoughts were privily on the queen, and so they loved together more hotter than they did to-forehand, and had such privy draughts together, that many in the court spake of it, and in especial sir agravaine, sir gawaine’s brother, for he was ever open-mouthed.    so befell that sir launcelot had many resorts of ladies and damosels that daily resorted unto him, that besought him to be their champion, and in all such matters of right sir launcelot applied him daily to do for the pleasure of our lord, jesu christ. and ever as much as he might he withdrew him from the company and fellowship of queen guenever, for to eschew the slander and noise; wherefore the queen waxed wroth with sir launcelot. and upon a day she called sir launcelot unto her chamber, and said thus: sir launcelot, i see and feel daily that thy love beginneth to slake, for thou hast no joy to be in my presence, but ever thou art out of this court, and quarrels and matters thou hast nowadays for ladies and gentlewomen more than ever thou wert wont to have aforehand.    ah madam, said launcelot, in this ye must hold me excused for divers causes; one is, i was but late in the quest of the sangreal; and i thank god of his great mercy, and never of my desert, that i saw in that my quest as much as ever saw any sinful man, and so was it told me. and if i had not had my privy thoughts to return to your love again as i do, i had seen as great mysteries as ever saw my son galahad, outher percivale, or sir bors; and therefore, madam, i was but late in that quest. wit ye well, madam, it may not be yet lightly forgotten the high service in whom i did my diligent labour. also, madam, wit ye well that there be many men speak of our love in this court, and have you and me greatly in await, as sir agravaine and sir mordred; and madam, wit ye well i dread them more for your sake than for any fear i have of them myself, for i may happen to escape and rid myself in a great need, where ye must abide all that will be said unto you. and then if that ye fall in any distress through wilful folly, then is there none other remedy or help but by me and my blood. and wit ye well, madam, the boldness of you and me will bring us to great shame and slander; and that were me loath to see you dishonoured. and that is the cause i take upon me more for to do for damosels and maidens than ever i did to-fore, that men should understand my joy and my delight is my pleasure to have ado for damosels and maidens.","","1","","","1","","","1","1","1","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1"
432,"all this while the queen stood still and let sir launcelot say what he would. and when he had all said she brast out a-weeping, and so she sobbed and wept a great while. and when she might speak she said: launcelot, now i well understand that thou art a false recreant knight and a common lecher, and lovest and holdest other ladies, and by me thou hast disdain and scorn. for wit thou well, she said, now i understand thy falsehood, and therefore shall i never love thee no more. and never be thou so hardy to come in my sight; and right here i discharge thee this court, that thou never come within it; and i forfend thee my fellowship, and upon pain of thy head that thou see me no more. right so sir launcelot departed with great heaviness, that unnethe he might sustain himself for great dole-making.    then he called sir bors, sir ector de maris, and sir lionel, and told them how the queen had forfended him the court, and so he was in will to depart into his own country. fair sir, said sir bors de ganis, ye shall not depart out of this land by mine advice. ye must remember in what honour ye are renowned, and called the noblest knight of the world; and many great matters ye have in hand. and women in their hastiness will do ofttimes that sore repenteth them; and therefore by mine advice ye shall take your horse, and ride to the good hermitage here beside windsor, that sometime was a good knight, his name is sir brasias, and there shall ye abide till i send you word of better tidings. brother, said sir launcelot, wit ye well i am full loath to depart out of this realm, but the queen hath defended me so highly, that meseemeth she will never be my good lady as she hath been. say ye never so, said sir bors, for many times or this time she hath been wroth with you, and after it she was the first that repented it. ye say well, said launcelot, for now will i do by your counsel, and take mine horse and my harness, and ride to the hermit sir brasias, and there will i repose me until i hear some manner of tidings from you; but, fair brother, i pray you get me the love of my lady, queen guenever, an ye may. sir, said sir bors, ye need not to move me of such matters, for well ye wot i will do what i may to please you.    and then the noble knight, sir launcelot, departed with right heavy cheer suddenly, that none earthly creature wist of him, nor where he was become, but sir bors. so when sir launcelot was departed, the queen outward made no manner of sorrow in showing to none of his blood nor to none other. but wit ye well, inwardly, as the book saith, she took great thought, but she bare it out with a proud countenance as though she felt nothing nor danger.","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
433,"and then the queen let make a privy dinner in london unto the knights of the round table. and all was for to show outward that she had as great joy in all other knights of the table round as she had in sir launcelot. all only at that dinner she had sir gawaine and his brethren, that is for to say sir agravaine, sir gaheris, sir gareth, and sir mordred. also there was sir bors de ganis, sir blamore de ganis, sir bleoberis de ganis, sir galihud, sir galihodin, sir ector de maris, sir lionel, sir palomides, safere his brother, sir la cote male taile, sir persant, sir ironside, sir brandiles, sir kay le seneschal, sir mador de la porte, sir patrise, a knight of ireland, aliduk, sir astamore, and sir pinel le savage, the which was cousin to sir lamorak de galis, the good knight that sir gawaine and his brethren slew by treason. and so these four-and-twenty knights should dine with the queen in a privy place by themself, and there was made a great feast of all manner of dainties.    but sir gawaine had a custom that he used daily at dinner and at supper, that he loved well all manner of fruit, and in especial apples and pears. and therefore whosomever dined or feasted sir gawaine would commonly purvey for good fruit for him, and so did the queen for to please sir gawaine; she let purvey for him all manner of fruit, for sir gawaine was a passing hot knight of nature. and this pinel hated sir gawaine because of his kinsman sir lamorak de galis; and therefore for pure envy and hate sir pinel enpoisoned certain apples for to enpoison sir gawaine. and so this was well unto the end of the meat; and so it befell by misfortune a good knight named patrise, cousin unto sir mador de la porte, to take a poisoned apple. and when he had eaten it he swelled so till he brast, and there sir patrise fell down suddenly dead among them.    then every knight leapt from the board ashamed, and araged for wrath, nigh out of their wits. for they wist not what to say; considering queen guenever made the feast and dinner, they all had suspicion unto her. my lady, the queen, said gawaine, wit ye well, madam, that this dinner was made for me, for all folks that know my condition understand that i love well fruit, and now i see well i had near been slain; therefore, madam, i dread me lest ye will be shamed. then the queen stood still and was sore abashed, that she nist not what to say. this shall not so be ended, said sir mador de la porte, for here have i lost a full noble knight of my blood; and therefore upon this shame and despite i will be revenged to the utterance. and there openly sir mador appealed the queen of the death of his cousin, sir patrise. then stood they all still, that none would speak a word against him, for they all had great suspicion unto the queen because she let make that dinner. and the queen was so abashed that she could none other ways do, but wept so heartily that she fell in a swoon. with this noise and cry came to them king arthur, and when he wist of that trouble he was a passing heavy man.","","1","","","1","1","","1","","1","1","1","","1","1","1","1","1","","","","1","1","1","","1","1","1","","","1","","1","1","","","1","1","1","","1","1","","1","1","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","1"
434,"and ever sir mador stood still afore the king, and ever he appealed the queen of treason; for the custom was such that time that all manner of shameful death was called treason. fair lords, said king arthur, me repenteth of this trouble, but the case is so i may not have ado in this matter, for i must be a rightful judge; and that repenteth me that i may not do battle for my wife, for as i deem this deed came never by her. and therefore i suppose she shall not be all distained, but that some good knight shall put his body in jeopardy for my queen rather than she shall be brent in a wrong quarrel. and therefore, sir mador, be not so hasty, for it may happen she shall not be all friendless; and therefore desire thou thy day of battle, and she shall purvey her of some good knight that shall answer you, or else it were to me great shame, and to all my court.    my gracious lord, said sir mador, ye must hold me excused, for though ye be our king in that degree, ye are but a knight as we are, and ye are sworn unto knighthood as well as we; and therefore i beseech you that ye be not displeased, for there is none of the four-and-twenty knights that were bidden to this dinner but all they have great suspicion unto the queen. what say ye all, my lords? said sir mador. then they answered by and by that they could not excuse the queen; for why she made the dinner, and either it must come by her or by her servants. alas, said the queen, i made this dinner for a good intent, and never for none evil, so almighty god me help in my right, as i was never purposed to do such evil deeds, and that i report me unto god.    my lord, the king, said sir mador, i require you as ye be a righteous king give me a day that i may have justice. well, said the king, i give the day this day fifteen days that thou be ready armed on horseback in the meadow beside westminster. and if it so fall that there be any knight to encounter with you, there mayst thou do the best, and god speed the right. and if it so fall that there be no knight at that day, then must my queen be burnt, and there she shall be ready to have her judgment. i am answered, said sir mador. and every knight went where it liked them.    so when the king and the queen were together the king asked the queen how this case befell. the queen answered: so god me help, i wot not how or in what manner. where is sir launcelot? said king arthur; an he were here he would not grudge to do battle for you. sir, said the queen, i wot not where he is, but his brother and his kinsmen deem that he be not within this realm. that me repenteth, said king arthur, for an he were here he would soon stint this strife. then i will counsel you, said the king, and unto sir bors: that ye will do battle for her for sir launcelot’s sake, and upon my life he will not refuse you. for well i see, said the king, that none of these four-and-twenty knights that were with you at your dinner where sir patrise was slain, that will do battle for you, nor none of them will say well of you, and that shall be a great slander for you in this court. alas, said the queen, and i may not do withal, but now i miss sir launcelot, for an he were here he would put me soon to my heart’s ease. what aileth you, said the king, ye cannot keep sir launcelot upon your side? for wit ye well, said the king, who that hath sir launcelot upon his part hath the most man of worship in the world upon his side. now go your way, said the king unto the queen, and require sir bors to do battle for you for sir launcelot’s sake.","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
435,"so the queen departed from the king, and sent for sir bors into her chamber. and when he was come she besought him of succour. madam, said he, what would ye that i did? for i may not with my worship have ado in this matter, because i was at the same dinner, for dread that any of those knights would have me in suspicion. also, madam, said sir bors, now miss ye sir launcelot, for he would not have failed you neither in right nor in wrong, as ye have well proved when ye have been in danger; and now ye have driven him out of this country, by whom ye and all we were daily worshipped by; therefore, madam, i marvel how ye dare for shame require me to do any thing for you, in so much ye have chased him out of your country by whom we were borne up and honoured. alas, fair knight, said the queen, i put me wholly in your grace, and all that is done amiss i will amend as ye will counsel me. and therewith she kneeled down upon both her knees, and besought sir bors to have mercy upon her: outher i shall have a shameful death, and thereto i never offended.    right so came king arthur, and found the queen kneeling afore sir bors; then sir bors pulled her up, and said: madam, ye do me great dishonour. ah, gentle knight, said the king, have mercy upon my queen, courteous knight, for i am now in certain she is untruly defamed. and therefore, courteous knight, said the king, promise her to do battle for her, i require you for the love of sir launcelot. my lord, said sir bors, ye require me the greatest thing that any man may require me; and wit ye well if i grant to do battle for the queen i shall wrath many of my fellowship of the table round. but as for that, said bors, i will grant my lord that for my lord sir launcelot’s sake, and for your sake i will at that day be the queen’s champion unless that there come by adventure a better knight than i am to do battle for her. will ye promise me this, said the king, by your faith? yea sir, said sir bors, of that i will not fail you, nor her both, but if there come a better knight than i am, and then shall he have the battle. then was the king and the queen passing glad, and so departed, and thanked him heartily.    so then sir bors departed secretly upon a day, and rode unto sir launcelot thereas he was with the hermit, sir brasias, and told him of all their adventure. ah jesu, said sir launcelot, this is come happily as i would have it, and therefore i pray you make you ready to do battle, but look that ye tarry till ye see me come, as long as ye may. for i am sure mador is an hot knight when he is enchafed, for the more ye suffer him the hastier will he be to battle. sir, said bors, let me deal with him, doubt ye not ye shall have all your will. then departed sir bors from him and came to the court again. then was it noised in all the court that sir bors should do battle for the queen; wherefore many knights were displeased with him, that he would take upon him to do battle in the queen’s quarrel; for there were but few knights in all the court but they deemed the queen was in the wrong, and that she had done that treason.    so sir bors answered thus to his fellows of the table round: wit ye well, my fair lords, it were shame to us all an we suffered to see the most noble queen of the world to be shamed openly, considering her lord and our lord is the man of most worship in the world, and most christened, and he hath ever worshipped us all in all places. many answered him again: as for our most noble king arthur, we love him and honour him as well as ye do, but as for queen guenever we love her not, because she is a destroyer of good knights. fair lords, said sir bors, meseemeth ye say not as ye should say, for never yet in my days knew i never nor heard say that ever she was a destroyer of any good knight. but at all times as far as ever i could know she was a maintainer of good knights; and ever she hath been large and free of her goods to all good knights, and the most bounteous lady of her gifts and her good grace, that ever i saw or heard speak of. and therefore it were shame, said sir bors, to us all to our most noble king’s wife, an we suffered her to be shamefully slain. and wit ye well, said sir bors, i will not suffer it, for i dare say so much, the queen is not guilty of sir patrise’s death, for she owed him never none ill will, nor none of the four-and-twenty knights that were at that dinner; for i dare say for good love she bade us to dinner, and not for no mal engine, and that i doubt not shall be proved hereafter, for howsomever the game goeth, there was treason among us. then some said to sir bors: we may well believe your words. and so some of them were well pleased, and some were not so.","","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
436,"the day came on fast until the even that the battle should be. then the queen sent for sir bors and asked him how he was disposed. truly madam, said he, i am disposed in likewise as i promised you, that is for to say i shall not fail you, unless by adventure there come a better knight than i am to do battle for you, then, madam, am i discharged of my promise. will ye, said the queen, that i tell my lord arthur thus? do as it shall please you, madam. then the queen went unto the king and told him the answer of sir bors. have ye no doubt, said the king, of sir bors, for i call him now one of the best knights of the world, and the most profitablest man. and thus it passed on until the morn, and the king and the queen and all manner of knights that were there at that time drew them unto the meadow beside westminster where the battle should be. and so when the king was come with the queen and many knights of the round table, then the queen was put there in the constable’s ward, and a great fire made about an iron stake, that an sir mador de la porte had the better, she should be burnt: such custom was used in those days, that neither for favour, neither for love nor affinity, there should be none other but righteous judgment, as well upon a king as upon a knight, and as well upon a queen as upon another poor lady.    so in this meanwhile came in sir mador de la porte, and took his oath afore the king, that the queen did this treason until his cousin sir patrise, and unto his oath he would prove it with his body, hand for hand, who that would say the contrary. right so came in sir bors de ganis, and said: that as for queen guenever she is in the right, and that will i make good with my hands that she is not culpable of this treason that is put upon her. then make thee ready, said sir mador, and we shall prove whether thou be in the right or i. sir mador, said sir bors, wit thou well i know you for a good knight. not for then i shall not fear you so greatly, but i trust to god i shall be able to withstand your malice. but this much have i promised my lord arthur and my lady the queen, that i shall do battle for her in this case to the uttermost, unless that there come a better knight than i am and discharge me. is that all? said sir mador, either come thou off and do battle with me, or else say nay. take your horse, said sir bors, and as i suppose, ye shall not tarry long but ye shall be answered.    then either departed to their tents and made them ready to horseback as they thought best. and anon sir mador came into the field with his shield on his shoulder and his spear in his hand; and so rode about the place crying unto arthur: bid your champion come forth an he dare. then was sir bors ashamed and took his horse and came to the lists’ end. and then was he ware where came from a wood there fast by a knight all armed, upon a white horse, with a strange shield of strange arms; and he came riding all that he might run, and so he came to sir bors, and said thus: fair knight, i pray you be not displeased, for here must a better knight than ye are have this battle, therefore i pray you withdraw you. for wit ye well i have had this day a right great journey, and this battle ought to be mine, and so i promised you when i spake with you last, and with all my heart i thank you of your good will. then sir bors rode unto king arthur and told him how there was a knight come that would have the battle for to fight for the queen. what knight is he? said the king. i wot not, said sir bors, but such covenant he made with me to be here this day. now my lord, said sir bors, here am i discharged.","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
437,"then the king called to that knight, and asked him if he would fight for the queen. then he answered to the king: therefore came i hither, and therefore, sir king, he said, tarry me no longer, for i may not tarry. for anon as i have finished this battle i must depart hence, for i have ado many matters elsewhere. for wit you well, said that knight, this is dishonour to you all knights of the round table, to see and know so noble a lady and so courteous a queen as queen guenever is, thus to be rebuked and shamed amongst you. then they all marvelled what knight that might be that so took the battle upon him. for there was not one that knew him, but if it were sir bors.    then said sir mador de la porte unto the king: now let me wit with whom i shall have ado withal. and then they rode to the lists’ end, and there they couched their spears, and ran together with all their might, and sir mador’s spear brake all to pieces, but the other’s spear held, and bare sir mador’s horse and all backward to the earth a great fall. but mightily and suddenly he avoided his horse and put his shield afore him, and then drew his sword, and bade the other knight alight and do battle with him on foot. then that knight descended from his horse lightly like a valiant man, and put his shield afore him and drew his sword; and so they came eagerly unto battle, and either gave other many great strokes, tracing and traversing, racing and foining, and hurtling together with their swords as it were wild boars. thus were they fighting nigh an hour, for this sir mador was a strong knight, and mightily proved in many strong battles. but at the last this knight smote sir mador grovelling upon the earth, and the knight stepped near him to have pulled sir mador flatling upon the ground; and therewith suddenly sir mador arose, and in his rising he smote that knight through the thick of the thighs that the blood ran out fiercely. and when he felt himself so wounded, and saw his blood, he let him arise upon his feet. and then he gave him such a buffet upon the helm that he fell to the earth flatling, and therewith he strode to him to have pulled off his helm off his head. and then sir mador prayed that knight to save his life, and so he yielded him as overcome, and released the queen of his quarrel. i will not grant thee thy life, said that knight, only that thou freely release the queen for ever, and that no mention be made upon sir patrise’s tomb that ever queen guenever consented to that treason. all this shall be done, said sir mador, i clearly discharge my quarrel for ever.    then the knights parters of the lists took up sir mador, and led him to his tent, and the other knight went straight to the stair-foot where sat king arthur; and by that time was the queen come to the king, and either kissed other heartily. and when the king saw that knight, he stooped down to him, and thanked him, and in likewise did the queen; and the king prayed him to put off his helmet, and to repose him, and to take a sop of wine. and then he put off his helm to drink, and then every knight knew him that it was sir launcelot du lake. anon as the king wist that, he took the queen in his hand, and yode unto sir launcelot, and said: sir, grant mercy of your great travail that ye have had this day for me and for my queen. my lord, said sir launcelot, wit ye well i ought of right ever to be in your quarrel, and in my lady the queen’s quarrel, to do battle; for ye are the man that gave me the high order of knighthood, and that day my lady, your queen, did me great worship, and else i had been shamed; for that same day ye made me knight, through my hastiness i lost my sword, and my lady, your queen, found it, and lapped it in her train, and gave me my sword when i had need thereto, and else had i been shamed among all knights; and therefore, my lord arthur, i promised her at that day ever to be her knight in right outher in wrong. grant mercy, said the king, for this journey; and wit ye well, said the king, i shall acquit your goodness.    and ever the queen beheld sir launcelot, and wept so tenderly that she sank almost to the ground for sorrow that he had done to her so great goodness where she shewed him great unkindness. then the knights of his blood drew unto him, and there either of them made great joy of other. and so came all the knights of the table round that were there at that time, and welcomed him. and then sir mador was had to leech-craft, and sir launcelot was healed of his wound. and then there was made great joy and mirths in that court.","","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
438,"and so it befell that the damosel of the lake, her name was nimue, the which wedded the good knight sir pelleas, and so she came to the court; for ever she did great goodness unto king arthur and to all his knights through her sorcery and enchantments. and so when she heard how the queen was an-angered for the death of sir patrise, then she told it openly that she was never guilty; and there she disclosed by whom it was done, and named him, sir pinel; and for what cause he did it, there it was openly disclosed; and so the queen was excused, and the knight pinel fled into his country. then was it openly known that sir pinel enpoisoned the apples at the feast to that intent to have destroyed sir gawaine, because sir gawaine and his brethren destroyed sir lamorak de galis, to the which sir pinel was cousin unto. then was sir patrise buried in the church of westminster in a tomb, and thereupon was written: here lieth sir patrise of ireland, slain by sir pinel le savage, that enpoisoned apples to have slain sir gawaine, and by misfortune sir patrise ate one of those apples, and then suddenly he brast. also there was written upon the tomb that queen guenever was appealed of treason of the death of sir patrise, by sir mador de la porte; and there was made mention how sir launcelot fought with him for queen guenever, and overcame him in plain battle. all this was written upon the tomb of sir patrise in excusing of the queen. and then sir mador sued daily and long, to have the queen’s good grace; and so by the means of sir launcelot he caused him to stand in the queen’s good grace, and all was forgiven.    thus it passed on till our lady day, assumption. within a fifteen days of that feast the king let cry a great jousts and a tournament that should be at that day at camelot, that is winchester; and the king let cry that he and the king of scots would joust against all that would come against them. and when this cry was made, thither came many knights. so there came thither the king of northgalis, and king anguish of ireland, and the king with the hundred knights, and galahad, the haut prince, and the king of northumberland, and many other noble dukes and earls of divers countries. so king arthur made him ready to depart to these jousts, and would have had the queen with him, but at that time she would not, she said, for she was sick and might not ride at that time. that me repenteth, said the king, for this seven year ye saw not such a noble fellowship together except at whitsuntide when galahad departed from the court. truly, said the queen to the king, ye must hold me excused, i may not be there, and that me repenteth. and many deemed the queen would not be there because of sir launcelot du lake, for sir launcelot would not ride with the king, for he said that he was not whole of the wound the which sir mador had given him; wherefore the king was heavy and passing wroth. and so he departed toward winchester with his fellowship; and so by the way the king lodged in a town called astolat, that is now in english called guildford, and there the king lay in the castle.    so when the king was departed the queen called sir launcelot to her, and said thus: sir launcelot, ye are greatly to blame thus to hold you behind my lord; what, trow ye, what will your enemies and mine say and deem? nought else but, see how sir launcelot holdeth him ever behind the king, and so doth the queen, for that they would have their pleasure together. and thus will they say, said the queen to sir launcelot, have ye no doubt thereof.","","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","","1","1","1"
